Data,Ente,gg,mezzo,Km_auto,Km_mezzi,Km_bici,Km_piedi,alimentazione
2020/06/17 8:16:37 PM EET,ARPA Piemonte,40,Auto/Moto/Scooter/Ciclomotore,14,0,0,0,Diesel
2020/06/17 8:25:37 PM EET,ARPA Piemonte,15,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Benzina
2020/06/17 8:36:13 PM EET,ARPA Piemonte,54,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Benzina
2020/06/17 8:44:01 PM EET,ARPA Piemonte,70,Auto/Moto/Scooter/Ciclomotore,45,0,0,0,Benzina
2020/06/17 8:49:35 PM EET,ARPA Calabria,27,Auto/Moto/Scooter/Ciclomotore,110,110,0,0,Diesel
2020/06/17 8:50:51 PM EET,ARPA Campania,0,Auto/Moto/Scooter/Ciclomotore,14,0,0,0,GPL
2020/06/17 9:33:54 PM EET,ARPA Piemonte,31,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/17 9:57:12 PM EET,ARPA Piemonte,15,Bicicletta/monopattino,0,0,27,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/17 10:02:10 PM EET,ARPA Piemonte,3,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Diesel
2020/06/17 10:06:40 PM EET,ARPA Piemonte,1,Bicicletta/monopattino,,,,,
2020/06/17 10:41:16 PM EET,ARPA Piemonte,41,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 5:41:19 AM EET,ARPA Calabria,38,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Diesel
2020/06/18 5:41:56 AM EET,ARPA Calabria,38,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Diesel
2020/06/18 7:20:50 AM EET,ARPA Piemonte,25,A piedi,0,0,1,1,Metano
2020/06/18 7:26:59 AM EET,ARPA Piemonte,31,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/18 7:34:26 AM EET,ARPA Molise,18,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Diesel
2020/06/18 7:34:46 AM EET,ARPAE Emilia-Romagna,65,Auto/Moto/Scooter/Ciclomotore,35,0,0,0,Benzina
2020/06/18 7:39:06 AM EET,ARPA Piemonte,54,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/18 7:39:21 AM EET,ARPA Piemonte,14,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Ibrido
2020/06/18 7:41:15 AM EET,ARPA Piemonte,12,Auto/Moto/Scooter/Ciclomotore,28,0,0,0,Diesel
2020/06/18 7:43:21 AM EET,ARPA Friuli Venezia-Giulia,15,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 7:48:30 AM EET,ARPA Piemonte,40,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/18 7:58:11 AM EET,ARPA Piemonte,31,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 7:59:54 AM EET,ARPA Piemonte,50,Auto/Moto/Scooter/Ciclomotore,3,0,0,0,GPL
2020/06/18 8:04:30 AM EET,ARPA Veneto,0,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Diesel
2020/06/18 8:05:56 AM EET,ARPA Piemonte,4,Bicicletta/monopattino,,,,,
2020/06/18 8:06:57 AM EET,ARPA Piemonte,60,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Benzina
2020/06/18 8:09:08 AM EET,ARPA Piemonte,0,Auto/Moto/Scooter/Ciclomotore,4,4,0,0,Diesel
2020/06/18 8:10:46 AM EET,ARPA Piemonte,40,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Diesel
2020/06/18 8:11:08 AM EET,ARPA Piemonte,49,Auto/Moto/Scooter/Ciclomotore,65,0,0,0,Diesel
2020/06/18 8:13:43 AM EET,ARPA Piemonte,30,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 8:18:39 AM EET,ARPA Sardegna,0,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/18 8:19:31 AM EET,ARPA Piemonte,4,Mezzi pubblici (autobus/tram/treno...),0,70,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 8:21:43 AM EET,ARPA Piemonte,10,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/18 8:23:19 AM EET,ARPA Piemonte,37,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,GPL
2020/06/18 8:23:31 AM EET,ARPA Piemonte,2,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 8:30:35 AM EET,ARPA Piemonte,15,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Diesel
2020/06/18 8:31:14 AM EET,ARPA Piemonte,21,Auto/Moto/Scooter/Ciclomotore,13,0,0,0,Benzina
2020/06/18 8:32:19 AM EET,ARPA Sardegna,45,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/18 8:32:49 AM EET,ARPA Piemonte,13,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,GPL
2020/06/18 8:34:11 AM EET,ARPA Piemonte,46,A piedi,0,0,0,4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 8:35:16 AM EET,ARPAE Emilia-Romagna,60,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 8:37:28 AM EET,ARPA Piemonte,50,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 8:39:29 AM EET,APPA Bolzano,7,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/18 8:39:45 AM EET,ARPA Piemonte,1,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/18 8:39:46 AM EET,ARTA Abruzzo,19,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,Diesel
2020/06/18 8:43:39 AM EET,ARPA Piemonte,15,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 8:43:50 AM EET,ARPA Piemonte,50,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/18 8:45:35 AM EET,ARPA Piemonte,50,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Diesel
2020/06/18 8:47:19 AM EET,ARPA Piemonte,26,Auto/Moto/Scooter/Ciclomotore,65,0,0,0.5,Diesel
2020/06/18 8:47:51 AM EET,ARPA Sardegna,18,Auto/Moto/Scooter/Ciclomotore,6,0,0,0,Diesel
2020/06/18 8:48:28 AM EET,ARPA Piemonte,45,A piedi,0,0,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 8:48:58 AM EET,ARPA Piemonte,54,A piedi,0,0,0,4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 8:50:22 AM EET,ARPA Piemonte,5,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,Diesel
2020/06/18 9:02:53 AM EET,ARPA Piemonte,56,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 9:03:41 AM EET,ARPA Piemonte,24,Auto/Moto/Scooter/Ciclomotore,65,0,0,0,Diesel
2020/06/18 9:04:29 AM EET,ARPA Piemonte,70,Auto/Moto/Scooter/Ciclomotore,6,0,0,0,Benzina
2020/06/18 9:05:10 AM EET,ARPA Piemonte,55,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/18 9:05:43 AM EET,ARPA Piemonte,85,Auto/Moto/Scooter/Ciclomotore,200,0,0,0,Benzina
2020/06/18 9:05:46 AM EET,ARPA Piemonte,64,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,GPL
2020/06/18 9:06:40 AM EET,ARPA Friuli Venezia-Giulia,45,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 9:08:31 AM EET,ARPA Piemonte,5,Mezzi pubblici (autobus/tram/treno...),0,5,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 9:09:08 AM EET,ARPAE Emilia-Romagna,63,Auto/Moto/Scooter/Ciclomotore,35,0,0,0,GPL
2020/06/18 9:10:46 AM EET,ARPA Piemonte,65,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Diesel
2020/06/18 9:13:01 AM EET,ARPA Piemonte,50,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/18 9:13:48 AM EET,ARPA Piemonte,40,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/18 9:16:36 AM EET,ARPA Piemonte,53,Auto/Moto/Scooter/Ciclomotore,14,0,0,0,Benzina
2020/06/18 9:17:08 AM EET,ARPA Piemonte,54,Mezzi pubblici (autobus/tram/treno...),0,50,0,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 9:18:49 AM EET,ARPA Lazio,22,A piedi,0,0,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 9:23:56 AM EET,ARPA Piemonte,50,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/18 9:23:59 AM EET,ARPA Campania,5,Mezzi pubblici (autobus/tram/treno...),0,80,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 9:26:36 AM EET,ARPA Lombardia,20,Mezzi pubblici (autobus/tram/treno...),0,12,0,0.5,Benzina
2020/06/18 9:26:42 AM EET,ARPA Veneto,30,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Benzina
2020/06/18 9:26:57 AM EET,ARPA Lombardia,60,lavoro da casa,0,0,0,0,Benzina
2020/06/18 9:29:55 AM EET,ARPA Lombardia,53,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 9:39:39 AM EET,ARPAE Emilia-Romagna,24,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/18 9:41:58 AM EET,ARPA Molise,23,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/18 9:45:25 AM EET,ARPAE Emilia-Romagna,42,Auto/Moto/Scooter/Ciclomotore,32,0,0,0,Benzina
2020/06/18 9:45:30 AM EET,ARPA Sardegna,45,A piedi,0,0,0,2,Benzina
2020/06/18 9:51:25 AM EET,ARPA Piemonte,0,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Benzina
2020/06/18 9:51:54 AM EET,ARPA Piemonte,65,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 9:52:17 AM EET,ARPA Piemonte,5,A piedi,0,0,0,3,Benzina
2020/06/18 9:54:01 AM EET,ARPA Campania,40,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/18 9:58:25 AM EET,ARPA Piemonte,53,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 9:59:01 AM EET,ARPA Piemonte,26,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/18 10:02:27 AM EET,ARPA Piemonte,45,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 10:06:01 AM EET,ARPA Piemonte,30,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Benzina
2020/06/18 10:09:03 AM EET,ARPA Piemonte,5,Mezzi pubblici (autobus/tram/treno...),0,60,2,1,GPL
2020/06/18 10:17:56 AM EET,ARPA Piemonte,4,Auto/Moto/Scooter/Ciclomotore,3,0,0,0,Diesel
2020/06/18 10:21:04 AM EET,ARPA Piemonte,24,Mezzi pubblici (autobus/tram/treno...),0,30,0,4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 10:22:25 AM EET,ARPA Veneto,25,Auto/Moto/Scooter/Ciclomotore,100,0,0,0,Diesel
2020/06/18 10:22:44 AM EET,ARPA Sardegna,2,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 10:24:21 AM EET,ARPAE Emilia-Romagna,25,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/18 10:27:21 AM EET,ARPA Piemonte,0,Mezzi pubblici (autobus/tram/treno...),0,9,0,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 10:36:03 AM EET,ARPA Piemonte,37,Mezzi pubblici (autobus/tram/treno...),7,7,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 10:41:03 AM EET,ARPA Piemonte,38,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Benzina
2020/06/18 10:42:24 AM EET,ARPA Piemonte,50,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 10:43:04 AM EET,ARPA Calabria,52,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Diesel
2020/06/18 10:44:03 AM EET,ARPA Marche,46,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,GPL
2020/06/18 10:45:21 AM EET,ARPAE Emilia-Romagna,70,Auto/Moto/Scooter/Ciclomotore,3,0,0,0,Benzina
2020/06/18 10:49:10 AM EET,ARPA Campania,20,Auto/Moto/Scooter/Ciclomotore,30,0,0,2,Benzina
2020/06/18 10:49:32 AM EET,ARPA Campania,30,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,GPL
2020/06/18 11:03:50 AM EET,ARPA Piemonte,5,Auto/Moto/Scooter/Ciclomotore,32,0,0,0,GPL
2020/06/18 11:15:01 AM EET,ARPAT Toscana,41,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/18 11:18:07 AM EET,ARPAT Toscana,10,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Metano
2020/06/18 11:20:30 AM EET,ARPA Piemonte,1,A piedi,0,0,0,4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 11:39:45 AM EET,ARPA Campania,23,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 11:40:50 AM EET,ARPA Campania,20,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Benzina
2020/06/18 11:43:34 AM EET,ARPA Campania,8,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,GPL
2020/06/18 11:44:00 AM EET,ARPA Campania,45,Auto/Moto/Scooter/Ciclomotore,110,0,0,0,Diesel
2020/06/18 11:45:23 AM EET,ARPA Campania,50,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Diesel
2020/06/18 11:47:27 AM EET,ARPAE Emilia-Romagna,4,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/18 11:47:42 AM EET,ARPA Campania,27,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,GPL
2020/06/18 11:50:37 AM EET,ARPA Campania,40,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/18 11:50:49 AM EET,ARPAT Toscana,38,Auto/Moto/Scooter/Ciclomotore,80,20,0,0,GPL
2020/06/18 11:51:32 AM EET,ARPA Campania,65,Auto/Moto/Scooter/Ciclomotore,10,0,0,1,Diesel
2020/06/18 11:54:30 AM EET,ARPA Campania,35,Auto/Moto/Scooter/Ciclomotore,6,0,0,0,Diesel
2020/06/18 11:55:13 AM EET,ARPA Campania,54,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 11:56:58 AM EET,ARPAE Emilia-Romagna,55,Auto/Moto/Scooter/Ciclomotore,7,0,0,0,GPL
2020/06/18 11:57:04 AM EET,ARPA Campania,34,Auto/Moto/Scooter/Ciclomotore,15,15,15,15,Benzina
2020/06/18 12:00:39 PM EET,ARPA Campania,40,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Benzina
2020/06/18 12:04:42 PM EET,ARPAT Toscana,29,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Diesel
2020/06/18 12:04:51 PM EET,ARPA Campania,47,Mezzi pubblici (autobus/tram/treno...),0,22,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 12:07:03 PM EET,APPA Bolzano,46,Auto/Moto/Scooter/Ciclomotore,2,0,0,0,Benzina
2020/06/18 12:09:26 PM EET,ARPA Campania,25,Mezzi pubblici (autobus/tram/treno...),20,20,20,20,Diesel
2020/06/18 12:14:49 PM EET,ARPA Piemonte,28,Auto/Moto/Scooter/Ciclomotore,75,0,0,0,GPL
2020/06/18 12:18:35 PM EET,ARPA Campania,27,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 12:20:31 PM EET,ARPAT Toscana,45,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/18 12:20:32 PM EET,ARPA Campania,53,Auto/Moto/Scooter/Ciclomotore,0,0,0,0,Benzina
2020/06/18 12:22:28 PM EET,ARPA Campania,28,Auto/Moto/Scooter/Ciclomotore,100,0,0,0,Ibrido
2020/06/18 12:24:22 PM EET,ARPA Veneto,50,Bicicletta/monopattino,,,,,
2020/06/18 12:25:28 PM EET,ARPA Campania,45,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Diesel
2020/06/18 12:26:14 PM EET,ARPA Umbria,80,Auto/Moto/Scooter/Ciclomotore,2,0,0,0,Diesel
2020/06/18 12:33:14 PM EET,ARPA Piemonte,41,Auto/Moto/Scooter/Ciclomotore,42,0,0,0,Diesel
2020/06/18 12:34:17 PM EET,ARPA Piemonte,56,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 12:36:39 PM EET,ARPA Campania,12,Auto/Moto/Scooter/Ciclomotore,22,0,0,0,Diesel
2020/06/18 12:37:46 PM EET,ARPA Lazio,30,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 12:38:40 PM EET,ARPA Campania,29,Bicicletta/monopattino,0,0,14,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 12:40:07 PM EET,ARPA Campania,19,Auto/Moto/Scooter/Ciclomotore,65,0,0,1,Diesel
2020/06/18 12:40:50 PM EET,ARPA Campania,30,A piedi,2,0,0,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 12:42:29 PM EET,ARPA Lazio,45,Mezzi pubblici (autobus/tram/treno...),0,9,0,3,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 12:42:30 PM EET,ARPA Campania,64,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/18 12:47:30 PM EET,ARPA Campania,20,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Benzina
2020/06/18 12:54:52 PM EET,ARPA Veneto,15,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 1:01:36 PM EET,ARPA Piemonte,21,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Diesel
2020/06/18 1:04:26 PM EET,ARPA Campania,35,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/18 1:06:15 PM EET,ARPA Veneto,2,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/18 1:07:24 PM EET,ARPAT Toscana,40,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 1:08:20 PM EET,ARPA Campania,55,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 1:27:53 PM EET,ARPA Campania,45,auto,66,0,0,0,Diesel
2020/06/18 1:46:34 PM EET,ARPA Campania,32,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Benzina
2020/06/18 1:51:50 PM EET,ARPAE Emilia-Romagna,12,Auto/Moto/Scooter/Ciclomotore,23,0,0,0,Metano
2020/06/18 1:59:03 PM EET,ARPA Campania,24,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/18 2:11:21 PM EET,ARPA Campania,38,Mezzi pubblici (autobus/tram/treno...),0,8,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 2:12:16 PM EET,ARPA Campania,27,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/18 2:13:07 PM EET,ARPA Campania,42,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 2:20:59 PM EET,ARPA Molise,33,Auto/Moto/Scooter/Ciclomotore,24,0,0,0,Diesel
2020/06/18 2:24:06 PM EET,ARPA Campania,50,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Diesel
2020/06/18 2:25:58 PM EET,ARPA Campania,8,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,GPL
2020/06/18 2:28:28 PM EET,ARPA Piemonte,35,Auto/Moto/Scooter/Ciclomotore,3,0,0,0,Ibrido
2020/06/18 2:28:29 PM EET,ARPA Lazio,80,Auto/Moto/Scooter/Ciclomotore,23,0,0,0,Diesel
2020/06/18 2:43:09 PM EET,ARPAE Emilia-Romagna,15,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/18 2:47:43 PM EET,ARPA Friuli Venezia-Giulia,50,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 2:48:20 PM EET,ARPA Campania,45,Auto/Moto/Scooter/Ciclomotore,34,0,0,0,Metano
2020/06/18 2:56:24 PM EET,ARPA Campania,26,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Diesel
2020/06/18 2:57:57 PM EET,ISPRA,90,Bicicletta/monopattino,0,34,34,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 3:00:13 PM EET,ARPA Campania,35,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,Diesel
2020/06/18 3:02:32 PM EET,ARPA Campania,29,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Benzina
2020/06/18 3:05:22 PM EET,ARPA Sardegna,25,Auto/Moto/Scooter/Ciclomotore,160,0,0,0,Diesel
2020/06/18 3:14:02 PM EET,ARPA Veneto,0,Auto/Moto/Scooter/Ciclomotore,35,0,0,0,Benzina
2020/06/18 3:28:12 PM EET,ARPA Piemonte,50,Auto/Moto/Scooter/Ciclomotore,26,0,0,1,Diesel
2020/06/18 3:30:08 PM EET,ARPA Campania,49,Auto/Moto/Scooter/Ciclomotore,32,0,0,0,Diesel
2020/06/18 3:40:59 PM EET,ARPA Piemonte,40,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 3:41:59 PM EET,ARPA Piemonte,42,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,GPL
2020/06/18 3:45:04 PM EET,ARPA Piemonte,0,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 3:49:30 PM EET,ARPA Campania,60,macchina,2,0,0,0,Benzina
2020/06/18 3:57:31 PM EET,ARPA Campania,54,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/18 4:01:04 PM EET,ARPA Piemonte,38,Mezzi pubblici (autobus/tram/treno...),0,40,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 4:01:32 PM EET,ARPA Piemonte,31,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/18 4:01:33 PM EET,ARPAT Toscana,35,Auto/Moto/Scooter/Ciclomotore,24,0,0,0,Diesel
2020/06/18 4:02:06 PM EET,ARPA Campania,40,Auto/Moto/Scooter/Ciclomotore,70,0,0,0,Diesel
2020/06/18 4:05:53 PM EET,ARPA Campania,42,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/18 4:05:58 PM EET,ARPA Campania,42,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,GPL
2020/06/18 4:15:58 PM EET,ARPA Campania,24,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 4:29:25 PM EET,ARPA Lombardia,16,Bicicletta/monopattino,0,0,10,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 4:36:17 PM EET,ARPA Calabria,32,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Diesel
2020/06/18 5:01:38 PM EET,APPA Bolzano,37,Bicicletta/monopattino,0,0,6,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 5:03:27 PM EET,ARPA Campania,50,Auto/Moto/Scooter/Ciclomotore,13,0,0,0,Diesel
2020/06/18 5:08:50 PM EET,ARPA Lazio,17,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/18 5:21:20 PM EET,ARPA Campania,60,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Benzina
2020/06/18 5:25:22 PM EET,ARPAE Emilia-Romagna,49,Bicicletta/monopattino,0,0,6,0,Metano
2020/06/18 5:28:49 PM EET,ARPAE Emilia-Romagna,60,Mezzi pubblici (autobus/tram/treno...),4,160,0,2,Diesel
2020/06/18 5:33:19 PM EET,ARPA Piemonte,36,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 6:07:47 PM EET,ARPAE Emilia-Romagna,4,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,GPL
2020/06/18 6:29:58 PM EET,ARPA Campania,54,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/18 6:32:14 PM EET,ARPAE Emilia-Romagna,25,Auto/Moto/Scooter/Ciclomotore,70,0,0,0,Metano
2020/06/18 6:53:34 PM EET,ARPA Campania,26,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 7:00:54 PM EET,ARPA Campania,41,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,GPL
2020/06/18 7:04:45 PM EET,ARPA Campania,10,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/18 7:49:41 PM EET,ARPA Marche,5,Auto/Moto/Scooter/Ciclomotore,0,0,0,0,GPL
2020/06/18 7:54:40 PM EET,ARPA Campania,20,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Diesel
2020/06/18 8:35:36 PM EET,ARPAE Emilia-Romagna,24,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/18 10:47:56 PM EET,ARPA Campania,36,Mezzi pubblici (autobus/tram/treno...),0,20,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/18 11:37:38 PM EET,ARPA Campania,24,Auto/Moto/Scooter/Ciclomotore,70,0,0,0,Benzina
2020/06/19 12:06:59 AM EET,ARPA Campania,48,Auto/Moto/Scooter/Ciclomotore,2,0,0,0,Diesel
2020/06/19 1:42:44 AM EET,ARPA Piemonte,55,Auto/Moto/Scooter/Ciclomotore,2,2,0,0,Benzina
2020/06/19 8:03:22 AM EET,ARPA Calabria,60,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/19 8:04:57 AM EET,ARTA Abruzzo,3,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Diesel
2020/06/19 8:10:38 AM EET,ARPA Piemonte,45,Auto/Moto/Scooter/Ciclomotore,14,0,0,0,GPL
2020/06/19 8:19:09 AM EET,ARPA Piemonte,44,Auto/Moto/Scooter/Ciclomotore,3.5,0,0,0,Ibrido
2020/06/19 8:32:28 AM EET,ARPA Puglia,40,Auto/Moto/Scooter/Ciclomotore,75,0,0,0,Benzina
2020/06/19 8:43:52 AM EET,ARPA Piemonte,33,Auto/Moto/Scooter/Ciclomotore,140,0,0,2,Diesel
2020/06/19 8:56:39 AM EET,ARPA Friuli Venezia-Giulia,25,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/19 9:02:47 AM EET,ARPAE Emilia-Romagna,53,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Benzina
2020/06/19 9:06:09 AM EET,ARPAE Emilia-Romagna,53,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Benzina
2020/06/19 9:08:16 AM EET,ARPA Piemonte,63,Bicicletta/monopattino,,,,,
2020/06/19 9:11:04 AM EET,ARPA Campania,41,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/19 9:15:39 AM EET,ARPAE Emilia-Romagna,58,Auto/Moto/Scooter/Ciclomotore,100,0,0,0,Diesel
2020/06/19 9:26:35 AM EET,APPA Bolzano,14,Bicicletta/monopattino,0,0,4,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/19 9:38:08 AM EET,ARPA Sardegna,29,A piedi,0,0,0,1,Diesel
